Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|287.6682.peg.887	CDS	NODE_13_length_207869_cov_6.973549	185498	186970	2	+	1473	hypothetical protein	- none -	 	 
fig|287.6682.peg.888	CDS	NODE_13_length_207869_cov_6.973549	186951	187616	3	+	666	hypothetical protein	- none -	 	 
fig|287.6682.peg.889	CDS	NODE_13_length_207869_cov_6.973549	187613	188329	2	+	717	hypothetical protein	- none -	 	 
fig|287.6682.peg.890	CDS	NODE_13_length_207869_cov_6.973549	188301	189101	3	+	801	hypothetical protein	- none -	 	 
fig|287.6682.peg.891	CDS	NODE_13_length_207869_cov_6.973549	189113	189985	2	+	873	hypothetical protein	- none -	 	 
fig|287.6682.peg.892	CDS	NODE_13_length_207869_cov_6.973549	189993	191402	3	+	1410	hypothetical protein	- none -	 	 
fig|287.6682.peg.893	CDS	NODE_13_length_207869_cov_6.973549	191403	193493	3	+	2091	hypothetical protein	- none -	 	 
fig|287.6682.peg.894	CDS	NODE_13_length_207869_cov_6.973549	193594	194505	1	+	912	hypothetical protein	- none -	 	 
fig|287.6682.peg.895	CDS	NODE_13_length_207869_cov_6.973549	194502	195056	3	+	555	hypothetical protein	- none -	 	 
fig|287.6682.peg.896	CDS	NODE_13_length_207869_cov_6.973549	195091	195552	1	+	462	hypothetical protein	- none -	 	 
fig|287.6682.peg.897	CDS	NODE_13_length_207869_cov_6.973549	195552	195836	3	+	285	hypothetical protein	- none -	 	 
fig|287.6682.peg.898	CDS	NODE_13_length_207869_cov_6.973549	196431	195868	-3	-	564	hypothetical protein	- none -	 	 
fig|287.6682.peg.899	CDS	NODE_13_length_207869_cov_6.973549	197468	196428	-2	-	1041	hypothetical protein	- none -	 	 
fig|287.6682.peg.900	CDS	NODE_13_length_207869_cov_6.973549	198597	197479	-3	-	1119	hypothetical protein	- none -	 	 
fig|287.6682.peg.901	CDS	NODE_13_length_207869_cov_6.973549	199639	200088	1	+	450	hypothetical protein	- none -	 	 
fig|287.6682.peg.902	CDS	NODE_13_length_207869_cov_6.973549	200583	200245	-3	-	339	hypothetical protein	- none -	 	 
fig|287.6682.peg.903	CDS	NODE_13_length_207869_cov_6.973549	201290	202000	2	+	711	hypothetical protein	- none -	 	 
fig|287.6682.peg.904	CDS	NODE_13_length_207869_cov_6.973549	202000	203382	1	+	1383	hypothetical protein	- none -	 	 
fig|287.6682.peg.905	CDS	NODE_13_length_207869_cov_6.973549	203375	203689	2	+	315	hypothetical protein	- none -	 	 
fig|287.6682.peg.906	CDS	NODE_13_length_207869_cov_6.973549	203699	204421	2	+	723	hypothetical protein	- none -	 	 
fig|287.6682.peg.907	CDS	NODE_13_length_207869_cov_6.973549	204441	205682	3	+	1242	hypothetical protein	- none -	 	 
fig|287.6682.peg.908	CDS	NODE_13_length_207869_cov_6.973549	207243	205708	-3	-	1536	hypothetical protein	- none -	 	 
fig|287.6682.peg.909	CDS	NODE_142_length_433_cov_0.787582	203	75	-2	-	129	hypothetical protein	- none -	 	 
fig|287.6682.peg.910	CDS	NODE_143_length_432_cov_0.849180	41	289	2	+	249	hypothetical protein	- none -	 	 
fig|287.6682.peg.911	CDS	NODE_146_length_430_cov_1.033003	355	221	-1	-	135	hypothetical protein	- none -	 	 
fig|287.6682.peg.912	CDS	NODE_148_length_429_cov_0.688742	200	30	-2	-	171	hypothetical protein	- none -	 	 
fig|287.6682.peg.913	CDS	NODE_14_length_202142_cov_8.264545	1653	163	-3	-	1491	Cytosol aminopeptidase PepA (EC 3.4.11.1)	Aminopeptidases (EC 3.4.11.-); <br>Dehydrogenase complexes	 	 
fig|287.6682.peg.914	CDS	NODE_14_length_202142_cov_8.264545	1949	3067	2	+	1119	Lipopolysaccharide export system permease protein LptF	- none -	 	 
fig|287.6682.peg.915	CDS	NODE_14_length_202142_cov_8.264545	3060	4121	3	+	1062	Lipopolysaccharide export system permease protein LptG	- none -	 	 
fig|287.6682.peg.916	CDS	NODE_14_length_202142_cov_8.264545	4292	6091	2	+	1800	Translation elongation factor LepA	Translation elongation factors bacterial	 	 
fig|287.6682.peg.917	CDS	NODE_14_length_202142_cov_8.264545	6097	6951	1	+	855	Signal peptidase I (EC 3.4.21.89)	CBSS-176299.4.peg.1292; <br>Signal peptidase	 	 
fig|287.6682.peg.918	CDS	NODE_14_length_202142_cov_8.264545	7136	7825	2	+	690	Ribonuclease III (EC 3.1.26.3)	CBSS-176299.4.peg.1292; <br>RNA processing and degradation, bacterial	 	 
fig|287.6682.peg.919	CDS	NODE_14_length_202142_cov_8.264545	7818	8720	3	+	903	GTP-binding protein Era	CBSS-176299.4.peg.1292; <br>Glycyl-tRNA synthetase containing cluster	 	 
fig|287.6682.peg.920	CDS	NODE_14_length_202142_cov_8.264545	8892	9581	3	+	690	DNA recombination and repair protein RecO	CBSS-176299.4.peg.1292; <br>DNA repair, bacterial RecFOR pathway; <br>Glycyl-tRNA synthetase containing cluster	 	 
fig|287.6682.peg.921	CDS	NODE_14_length_202142_cov_8.264545	9680	10426	2	+	747	Pyridoxine 5&#39;-phosphate synthase (EC 2.6.99.2)	Pyridoxin (Vitamin B6) Biosynthesis	 	 
fig|287.6682.peg.922	CDS	NODE_14_length_202142_cov_8.264545	12016	10556	-1	-	1461	Membrane-bound lytic murein transglycosylase F (EC 4.2.2.n1)	- none -	 	 
fig|287.6682.peg.923	CDS	NODE_14_length_202142_cov_8.264545	12291	16187	3	+	3897	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	De Novo Purine Biosynthesis; <br>De Novo Purine Biosynthesis	 	 
fig|287.6682.peg.924	CDS	NODE_14_length_202142_cov_8.264545	16207	16518	1	+	312	Bsu YqfO NIF3/CutA domain	- none -	 	 
fig|287.6682.peg.925	CDS	NODE_14_length_202142_cov_8.264545	16776	17099	3	+	324	hypothetical protein	- none -	 	 
fig|287.6682.peg.926	CDS	NODE_14_length_202142_cov_8.264545	17825	17322	-2	-	504	putative lipoprotein	- none -	 	 
fig|287.6682.peg.927	CDS	NODE_14_length_202142_cov_8.264545	18442	17891	-1	-	552	MutT/Nudix family protein	- none -	 	 
fig|287.6682.peg.928	CDS	NODE_14_length_202142_cov_8.264545	18589	19188	1	+	600	Uncharacterized Nudix hydrolase NudL	- none -	 	 
fig|287.6682.peg.929	CDS	NODE_14_length_202142_cov_8.264545	19245	19769	3	+	525	Carbonic anhydrase, gamma class (EC 4.2.1.1)	- none -	 	 
fig|287.6682.peg.930	CDS	NODE_14_length_202142_cov_8.264545	19766	19981	2	+	216	hypothetical protein	- none -	 	 
fig|287.6682.peg.931	CDS	NODE_14_length_202142_cov_8.264545	20193	20666	3	+	474	Putative preQ0 transporter YhhQ	- none -	 	 
fig|287.6682.peg.932	CDS	NODE_14_length_202142_cov_8.264545	20761	21942	1	+	1182	Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)	De Novo Purine Biosynthesis	 	 
fig|287.6682.peg.933	CDS	NODE_14_length_202142_cov_8.264545	23371	22055	-1	-	1317	Uncharacterized MFS-type transporter YhjE	- none -	 	 
fig|287.6682.peg.934	CDS	NODE_14_length_202142_cov_8.264545	24864	23620	-3	-	1245	Hemolysins and related proteins containing CBS domains	- none -	 	 
fig|287.6682.peg.935	CDS	NODE_14_length_202142_cov_8.264545	25680	24877	-3	-	804	Inner membrane protein YpjD	- none -	 	 
fig|287.6682.peg.936	CDS	NODE_14_length_202142_cov_8.264545	25900	27276	1	+	1377	Signal recognition particle protein Ffh	- none -	 	 
fig|287.6682.peg.937	CDS	NODE_14_length_202142_cov_8.264545	27525	27776	3	+	252	SSU ribosomal protein S16p	Ribosome SSU bacterial	 	 
fig|287.6682.peg.938	CDS	NODE_14_length_202142_cov_8.264545	27782	28318	2	+	537	16S rRNA processing protein RimM	- none -	 	 
fig|287.6682.peg.939	CDS	NODE_14_length_202142_cov_8.264545	28321	29073	1	+	753	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)	- none -	 	 
fig|287.6682.peg.940	CDS	NODE_14_length_202142_cov_8.264545	29119	29469	1	+	351	LSU ribosomal protein L19p	Ribosome LSU bacterial	 	 
fig|287.6682.peg.941	CDS	NODE_14_length_202142_cov_8.264545	30586	29768	-1	-	819	Inositol-1-monophosphatase (EC 3.1.3.25)	- none -	 	 
fig|287.6682.peg.942	CDS	NODE_14_length_202142_cov_8.264545	30733	31503	1	+	771	tRNA (cytidine(32)/uridine(32)-2&#39;-O)-methyltransferase (EC 2.1.1.200)	- none -	 	 
fig|287.6682.peg.943	CDS	NODE_14_length_202142_cov_8.264545	31506	32282	3	+	777	Serine acetyltransferase (EC 2.3.1.30)	Cysteine Biosynthesis; <br>Methionine Biosynthesis	 	 
fig|287.6682.peg.944	CDS	NODE_14_length_202142_cov_8.264545	32547	33038	3	+	492	Iron-sulfur cluster regulator IscR	Alanine biosynthesis; <br>Rrf2 family transcriptional regulators	 	 
fig|287.6682.peg.945	CDS	NODE_14_length_202142_cov_8.264545	33089	34303	2	+	1215	Cysteine desulfurase (EC 2.8.1.7) => IscS	- none -	 	 
fig|287.6682.peg.946	CDS	NODE_14_length_202142_cov_8.264545	34389	34775	3	+	387	Iron-sulfur cluster assembly scaffold protein IscU	Alanine biosynthesis	 	 
fig|287.6682.peg.947	CDS	NODE_14_length_202142_cov_8.264545	34810	35133	1	+	324	Iron-sulfur cluster assembly iron binding protein IscA	- none -	 	 
fig|287.6682.peg.948	CDS	NODE_14_length_202142_cov_8.264545	35142	35663	3	+	522	Chaperone protein HscB	Protein chaperones	 	 
fig|287.6682.peg.949	CDS	NODE_14_length_202142_cov_8.264545	35715	37580	3	+	1866	Chaperone protein HscA	Alanine biosynthesis; <br>Protein chaperones	 	 
fig|287.6682.peg.950	CDS	NODE_14_length_202142_cov_8.264545	37580	37921	2	+	342	Ferredoxin, 2Fe-2S	Alanine biosynthesis; <br>Soluble cytochromes and functionally related electron carriers	 	 
fig|287.6682.peg.951	CDS	NODE_14_length_202142_cov_8.264545	37936	38136	1	+	201	Protein IscX, believed to be involved in assembly of Fe-S clusters	- none -	 	 
fig|287.6682.peg.952	CDS	NODE_14_length_202142_cov_8.264545	38229	38654	3	+	426	Nucleoside diphosphate kinase (EC 2.7.4.6)	Purine conversions; <br>pyrimidine conversions	 	 
fig|287.6682.peg.953	CDS	NODE_14_length_202142_cov_8.264545	38683	39831	1	+	1149	23S rRNA (adenine(2503)-C(2))-methyltransferase @ tRNA (adenine(37)-C(2))-methyltransferase (EC 2.1.1.192)	- none -	 	 
fig|287.6682.peg.954	CDS	NODE_14_length_202142_cov_8.264545	39844	40602	1	+	759	Type IV pilus biogenesis protein PilF	- none -	 	 
fig|287.6682.peg.955	CDS	NODE_14_length_202142_cov_8.264545	40602	41642	3	+	1041	Cytoskeleton protein RodZ	- none -	 	 
fig|287.6682.peg.956	CDS	NODE_14_length_202142_cov_8.264545	41646	42755	3	+	1110	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3)	- none -	 	 
fig|287.6682.peg.957	CDS	NODE_14_length_202142_cov_8.264545	42793	44082	1	+	1290	Histidyl-tRNA synthetase (EC 6.1.1.21)	tRNA aminoacylation, His	 	 
fig|287.6682.peg.958	CDS	NODE_14_length_202142_cov_8.264545	44123	44764	2	+	642	FIG00449901: hypothetical protein	- none -	 	 
fig|287.6682.peg.959	CDS	NODE_14_length_202142_cov_8.264545	44757	45908	3	+	1152	Outer membrane beta-barrel assembly protein BamB	- none -	 	 
fig|287.6682.peg.960	CDS	NODE_14_length_202142_cov_8.264545	46045	47514	1	+	1470	GTP-binding protein EngA	- none -	 	 
fig|287.6682.peg.961	CDS	NODE_14_length_202142_cov_8.264545	47666	48814	2	+	1149	Methionine aminotransferase, PLP-dependent @ Glutamine-dependent 2-keto-4-methylthiobutyrate transaminase	- none -	 	 
fig|287.6682.peg.962	CDS	NODE_14_length_202142_cov_8.264545	48802	49593	1	+	792	Aliphatic amidase AmiE (EC 3.5.1.4)	- none -	 	 
fig|287.6682.peg.963	CDS	NODE_14_length_202142_cov_8.264545	51437	49758	-2	-	1680	2-isopropylmalate synthase (EC 2.3.3.13)	Branched-Chain Amino Acid Biosynthesis; <br>Leucine Biosynthesis	 	 
fig|287.6682.peg.964	CDS	NODE_14_length_202142_cov_8.264545	51453	51656	3	+	204	hypothetical protein	- none -	 	 
fig|287.6682.peg.965	CDS	NODE_14_length_202142_cov_8.264545	52710	51889	-3	-	822	Peptidase, M23/M37 family	- none -	 	 
fig|287.6682.peg.966	CDS	NODE_14_length_202142_cov_8.264545	54186	52714	-3	-	1473	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	DNA repair, bacterial; <br>Purine salvage cluster	 	 
fig|287.6682.peg.967	CDS	NODE_14_length_202142_cov_8.264545	55130	54180	-2	-	951	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.968	CDS	NODE_14_length_202142_cov_8.264545	55231	55998	1	+	768	putative membrane protein	- none -	 	 
fig|287.6682.peg.969	CDS	NODE_14_length_202142_cov_8.264545	56183	56731	2	+	549	hypothetical protein	- none -	 	 
fig|287.6682.peg.970	CDS	NODE_14_length_202142_cov_8.264545	56972	58054	2	+	1083	Nucleoside ABC transporter, periplasmic nucleoside-binding protein	- none -	 	 
fig|287.6682.peg.971	CDS	NODE_14_length_202142_cov_8.264545	58191	59156	3	+	966	2-Oxobutyrate oxidase, putative	- none -	 	 
fig|287.6682.peg.972	CDS	NODE_14_length_202142_cov_8.264545	59238	60191	3	+	954	Adenosine deaminase (EC 3.5.4.4)	Purine conversions	 	 
fig|287.6682.peg.973	CDS	NODE_14_length_202142_cov_8.264545	61797	60415	-3	-	1383	Niacin transporter NiaP	NAD and NADP cofactor biosynthesis global; <br>Niacin-Choline transport and metabolism	 	 
fig|287.6682.peg.974	CDS	NODE_14_length_202142_cov_8.264545	62665	61931	-1	-	735	Transcriptional regulator, ArsR family	- none -	 	 
fig|287.6682.peg.975	CDS	NODE_14_length_202142_cov_8.264545	63226	63104	-1	-	123	hypothetical protein	- none -	 	 
fig|287.6682.peg.976	CDS	NODE_14_length_202142_cov_8.264545	63636	63364	-3	-	273	hypothetical protein	- none -	 	 
fig|287.6682.peg.977	CDS	NODE_14_length_202142_cov_8.264545	65417	65533	2	+	117	hypothetical protein	- none -	 	 
fig|287.6682.peg.978	CDS	NODE_14_length_202142_cov_8.264545	66495	65566	-3	-	930	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.979	CDS	NODE_14_length_202142_cov_8.264545	66613	67626	1	+	1014	Bifunctional protein: zinc-containing alcohol dehydrogenase; quinone oxidoreductase ( NADPH:quinone reductase) (EC 1.1.1.-); Similar to arginate lyase	- none -	 	 
fig|287.6682.peg.980	CDS	NODE_14_length_202142_cov_8.264545	67901	68071	2	+	171	FIG00956405: hypothetical protein	- none -	 	 
fig|287.6682.peg.981	CDS	NODE_14_length_202142_cov_8.264545	69276	68080	-3	-	1197	Multidrug resistance transporter, Bcr/CflA family	Copper homeostasis	 	 
fig|287.6682.peg.982	CDS	NODE_14_length_202142_cov_8.264545	69568	69371	-1	-	198	Copper chaperone	Copper homeostasis	 	 
fig|287.6682.peg.983	CDS	NODE_14_length_202142_cov_8.264545	69717	70100	3	+	384	hypothetical protein	- none -	 	 
fig|287.6682.peg.984	CDS	NODE_14_length_202142_cov_8.264545	70294	72687	1	+	2394	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	Copper Transport System; <br>Copper homeostasis	 	 
fig|287.6682.peg.985	CDS	NODE_14_length_202142_cov_8.264545	72684	73097	3	+	414	Cu(I)-responsive transcriptional regulator	Copper homeostasis	 	 
fig|287.6682.peg.986	CDS	NODE_14_length_202142_cov_8.264545	74265	73051	-3	-	1215	hypothetical protein	- none -	 	 
fig|287.6682.peg.987	CDS	NODE_14_length_202142_cov_8.264545	74381	74512	2	+	132	hypothetical protein	- none -	 	 
fig|287.6682.peg.988	CDS	NODE_14_length_202142_cov_8.264545	75415	74522	-1	-	894	Serine/threonine protein kinase involved in cell cycle control	- none -	 	 
fig|287.6682.peg.989	CDS	NODE_14_length_202142_cov_8.264545	75425	75586	2	+	162	hypothetical protein	- none -	 	 
fig|287.6682.peg.990	CDS	NODE_14_length_202142_cov_8.264545	75861	77807	3	+	1947	Methyl-accepting chemotaxis sensor/transducer protein	- none -	 	 
fig|287.6682.peg.991	CDS	NODE_14_length_202142_cov_8.264545	78727	77936	-1	-	792	Transcriptional regulator, AraC family	- none -	 	 
fig|287.6682.peg.992	CDS	NODE_14_length_202142_cov_8.264545	78811	79839	1	+	1029	Sodium/bile acid symporter family	- none -	 	 
fig|287.6682.peg.993	CDS	NODE_14_length_202142_cov_8.264545	81131	79854	-2	-	1278	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9), FadA2	Biotin biosynthesis; <br>Biotin synthesis cluster; <br>CBSS-246196.1.peg.364; <br>Fatty acid metabolism cluster; <br>Isoleucine degradation; <br>Polyhydroxybutyrate metabolism; <br>n-Phenylalkanoic acid degradation	 	 
fig|287.6682.peg.994	CDS	NODE_14_length_202142_cov_8.264545	81403	82755	1	+	1353	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35), FabG4	- none -	 	 
fig|287.6682.peg.995	CDS	NODE_14_length_202142_cov_8.264545	82758	83612	3	+	855	Probable (3R)-hydroxyacyl-CoA dehydratase HtdX	- none -	 	 
fig|287.6682.peg.996	CDS	NODE_14_length_202142_cov_8.264545	84143	83799	-2	-	345	Response regulator	- none -	 	 
fig|287.6682.peg.997	CDS	NODE_14_length_202142_cov_8.264545	84482	84285	-2	-	198	hypothetical protein	- none -	 	 
fig|287.6682.peg.998	CDS	NODE_14_length_202142_cov_8.264545	84808	85737	1	+	930	Flp pilus assembly protein RcpC/CpaB	Widespread colonization island	 	 
fig|287.6682.peg.999	CDS	NODE_14_length_202142_cov_8.264545	85827	87032	3	+	1206	Flp pilus assembly protein CpaE	- none -	 	 
fig|287.6682.peg.1000	CDS	NODE_14_length_202142_cov_8.264545	87029	88309	2	+	1281	Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily	Widespread colonization island	 	 
fig|287.6682.peg.1001	CDS	NODE_14_length_202142_cov_8.264545	88320	89204	3	+	885	Flp pilus assembly protein TadB	Widespread colonization island	 	 
fig|287.6682.peg.1002	CDS	NODE_14_length_202142_cov_8.264545	89201	90091	2	+	891	Flp pilus assembly protein TadC	- none -	 	 
fig|287.6682.peg.1003	CDS	NODE_14_length_202142_cov_8.264545	90630	90253	-3	-	378	hypothetical protein	- none -	 	 
fig|287.6682.peg.1004	CDS	NODE_14_length_202142_cov_8.264545	91802	91014	-2	-	789	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|287.6682.peg.1005	CDS	NODE_14_length_202142_cov_8.264545	92386	91916	-1	-	471	hypothetical protein	- none -	 	 
fig|287.6682.peg.1006	CDS	NODE_14_length_202142_cov_8.264545	92462	92902	2	+	441	Flp pilus assembly protein TadG	- none -	 	 
fig|287.6682.peg.1007	CDS	NODE_14_length_202142_cov_8.264545	92899	95676	1	+	2778	Sensory box histidine kinase	- none -	 	 
fig|287.6682.peg.1008	CDS	NODE_14_length_202142_cov_8.264545	97628	95646	-2	-	1983	Putative transmembrane protein	- none -	 	 
fig|287.6682.peg.1009	CDS	NODE_14_length_202142_cov_8.264545	97742	97870	2	+	129	hypothetical protein	- none -	 	 
fig|287.6682.peg.1010	CDS	NODE_14_length_202142_cov_8.264545	98436	97879	-3	-	558	putative lipoprotein	- none -	 	 
fig|287.6682.peg.1011	CDS	NODE_14_length_202142_cov_8.264545	99107	98490	-2	-	618	putative lipoprotein	- none -	 	 
fig|287.6682.peg.1012	CDS	NODE_14_length_202142_cov_8.264545	99869	99120	-2	-	750	S-adenosylmethionine-dependent methyltransferase Functionally Coupled to the MukBEF Chromosome Partitioning Mechanism	- none -	 	 
fig|287.6682.peg.1013	CDS	NODE_14_length_202142_cov_8.264545	100171	99869	-1	-	303	hypothetical protein	- none -	 	 
fig|287.6682.peg.1014	CDS	NODE_14_length_202142_cov_8.264545	100457	100750	2	+	294	putative membrane protein	- none -	 	 
fig|287.6682.peg.1015	CDS	NODE_14_length_202142_cov_8.264545	100927	102267	1	+	1341	DNA-damage-inducible protein F	- none -	 	 
fig|287.6682.peg.1016	CDS	NODE_14_length_202142_cov_8.264545	103084	102287	-1	-	798	hypothetical protein	- none -	 	 
fig|287.6682.peg.1017	CDS	NODE_14_length_202142_cov_8.264545	104136	103081	-3	-	1056	VgrG protein	Type VI secretion systems; <br>USS-DB-7	 	 
fig|287.6682.peg.1018	CDS	NODE_14_length_202142_cov_8.264545	104161	104382	1	+	222	hypothetical protein	- none -	 	 
fig|287.6682.peg.1019	CDS	NODE_14_length_202142_cov_8.264545	106553	104640	-2	-	1914	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	Arginine and Ornithine Degradation; <br>Polyamine Metabolism	 	 
fig|287.6682.peg.1020	CDS	NODE_14_length_202142_cov_8.264545	107148	106777	-3	-	372	Translation initiation factor SUI1-related protein	Translation initiation factors bacterial	 	 
fig|287.6682.peg.1021	CDS	NODE_14_length_202142_cov_8.264545	108009	107440	-3	-	570	Putative Nudix hydrolase YfcD (EC 3.6.-.-)	Nudix proteins (nucleoside triphosphate hydrolases)	 	 
fig|287.6682.peg.1022	CDS	NODE_14_length_202142_cov_8.264545	109080	108013	-3	-	1068	hypothetical protein	- none -	 	 
fig|287.6682.peg.1023	CDS	NODE_14_length_202142_cov_8.264545	109710	109234	-3	-	477	hypothetical protein	- none -	 	 
fig|287.6682.peg.1024	CDS	NODE_14_length_202142_cov_8.264545	110213	109713	-2	-	501	secreted protein Hcp	- none -	 	 
fig|287.6682.peg.1025	CDS	NODE_14_length_202142_cov_8.264545	110911	110192	-1	-	720	hypothetical protein	- none -	 	 
fig|287.6682.peg.1026	CDS	NODE_14_length_202142_cov_8.264545	112059	110908	-3	-	1152	hypothetical protein	- none -	 	 
